,0
2998,1
2999,2
3000,4
3001,3
3002,3
3003,2
3004,0
3005,2
3006,1
3007,1
3008,2
3009,2
3010,1
3011,2
3012,3
3013,1
3014,4
3015,1
3016,0
3017,1
3018,4
3019,4
3020,1
3021,1
3022,2
3023,4
3024,0
3025,0
3026,2
3027,3
3028,0
3029,0
3030,1
3031,2
3032,4
3033,3
3034,3
3035,2
3036,4
3037,3
3038,3
3039,3
3040,3
3041,0
3042,0
3043,3
3044,2
3045,4
3046,2
3047,1
3048,2
3049,2
3050,2
3051,2
3052,1
3053,0
3054,1
3055,1
3056,0
3057,2
3058,2
3059,1
3060,3
3061,2
3062,4
3063,4
3064,0
3065,0
3066,2
3067,3
3068,0
3069,1
3070,0
3071,3
3072,0
3073,1
3074,4
3075,2
3076,3
3077,3
3078,3
3079,1
3080,4
3081,1
3082,2
3083,4
3084,3
3085,1
3086,2
3087,2
3088,1
3089,3
3090,2
3091,2
3092,0
3093,2
3094,2
3095,3
3096,0
3097,2
3098,2
3099,3
3100,4
3101,0
3102,3
3103,0
3104,3
3105,1
3106,4
3107,3
3108,1
3109,4
3110,2
3111,0
3112,4
3113,3
3114,3
3115,2
3116,4
3117,0
3118,4
3119,2
3120,3
3121,4
3122,4
3123,4
3124,0
3125,2
3126,0
3127,3
3128,2
3129,0
3130,0
3131,2
3132,1
3133,2
3134,0
3135,2
3136,2
3137,0
3138,0
3139,0
3140,1
3141,3
3142,4
3143,0
3144,1
3145,1
3146,1
3147,0
3148,2
3149,0
3150,1
3151,1
3152,2
3153,2
3154,2
3155,2
3156,1
3157,4
3158,4
3159,0
3160,1
3161,1
3162,2
3163,3
3164,0
3165,3
3166,2
3167,3
3168,2
3169,2
3170,0
3171,4
3172,0
3173,0
3174,3
3175,2
3176,0
3177,2
3178,3
3179,2
3180,4
3181,0
3182,2
3183,3
3184,3
3185,1
3186,3
3187,2
3188,2
3189,1
3190,0
3191,1
3192,3
3193,2
3194,2
3195,1
3196,0
3197,3
3198,3
3199,0
3200,4
3201,3
3202,3
3203,1
3204,4
3205,0
3206,3
3207,4
3208,2
3209,2
3210,3
3211,2
3212,2
3213,2
3214,2
3215,2
3216,3
3217,0
3218,0
3219,3
3220,2
3221,3
3222,3
3223,0
3224,2
3225,0
3226,2
3227,2
3228,2
3229,2
3230,1
3231,4
3232,2
3233,0
3234,1
3235,2
3236,2
3237,0
3238,1
3239,1
3240,2
3241,1
3242,0
3243,3
3244,0
3245,0
3246,1
3247,2
3248,0
3249,0
3250,2
3251,1
3252,3
3253,3
3254,0
3255,1
3256,0
3257,3
3258,0
3259,3
3260,2
3261,3
3262,3
3263,0
3264,3
3265,3
3266,2
3267,1
3268,3
3269,4
3270,4
3271,3
3272,2
3273,2
3274,0
3275,4
3276,1
3277,4
3278,1
3279,3
3280,2
3281,2
3282,4
3283,2
3284,1
3285,1
3286,0
3287,2
3288,1
3289,3
3290,2
3291,2
3292,1
3293,3
3294,2
3295,2
3296,2
3297,3
3298,3
3299,2
3300,2
3301,0
3302,4
3303,2
3304,0
3305,3
3306,0
3307,4
3308,4
3309,1
3310,4
3311,3
3312,0
3313,0
3314,4
3315,1
3316,4
3317,4
3318,2
3319,2
3320,1
3321,3
3322,2
3323,0
3324,1
3325,1
3326,1
3327,1
3328,2
3329,0
3330,1
3331,3
3332,0
3333,3
3334,4
3335,4
3336,1
3337,3
3338,2
3339,3
3340,0
3341,3
3342,1
3343,2
3344,1
3345,3
3346,4
3347,1
3348,4
3349,3
3350,4
3351,3
3352,2
3353,0
3354,2
3355,3
3356,4
3357,1
3358,1
3359,3
3360,3
3361,4
3362,0
3363,2
3364,4
3365,3
3366,0
3367,4
3368,2
3369,1
3370,0
3371,1
3372,1
3373,2
3374,1
3375,2
3376,2
3377,1
3378,1
3379,4
3380,3
3381,2
3382,4
3383,0
3384,0
3385,3
3386,2
3387,1
3388,1
3389,2
3390,3
3391,1
3392,1
3393,0
3394,0
3395,2
3396,1
3397,3
3398,4
3399,0
3400,3
3401,3
3402,1
3403,0
3404,1
3405,2
3406,2
3407,0
3408,1
3409,0
3410,2
3411,1
3412,3
3413,4
3414,3
3415,2
3416,3
3417,2
3418,2
3419,0
3420,3
3421,0
3422,3
3423,1
3424,3
3425,2
3426,3
3427,1
3428,0
3429,0
3430,0
3431,3
3432,3
3433,0
3434,2
3435,1
3436,1
3437,0
3438,1
3439,1
3440,4
3441,4
3442,2
3443,2
3444,2
3445,3
3446,1
3447,0
3448,3
3449,0
3450,3
3451,1
3452,1
3453,3
3454,1
3455,2
3456,0
3457,3
3458,3
3459,0
3460,1
3461,3
3462,0
3463,0
3464,2
3465,0
3466,1
3467,1
3468,3
3469,3
3470,0
3471,0
3472,3
3473,3
3474,3
3475,4
3476,4
3477,3
3478,2
3479,1
3480,0
3481,3
3482,3
3483,3
3484,0
3485,1
3486,0
3487,2
3488,0
3489,0
3490,0
3491,1
3492,1
3493,0
3494,3
3495,1
3496,3
3497,3
3498,1
3499,4
3500,2
3501,3
3502,3
3503,1
3504,2
3505,2
3506,2
3507,3
3508,3
3509,1
3510,1
3511,1
3512,2
3513,1
3514,4
3515,3
3516,4
3517,3
3518,0
3519,3
3520,1
3521,2
3522,1
3523,3
3524,0
3525,2
3526,4
3527,1
3528,3
3529,2
3530,4
3531,1
3532,3
3533,2
3534,3
3535,3
3536,4
3537,1
3538,1
3539,0
3540,0
3541,1
3542,1
3543,0
3544,2
3545,3
3546,3
3547,3
3548,3
3549,3
3550,2
3551,2
3552,3
3553,1
3554,0
3555,0
3556,3
3557,2
3558,2
3559,0
3560,3
3561,4
3562,4
3563,3
3564,0
3565,3
3566,2
3567,2
3568,0
3569,4
3570,4
3571,3
3572,3
3573,2
3574,3
3575,3
3576,1
3577,4
3578,4
3579,2
3580,0
3581,1
3582,2
3583,2
3584,4
3585,1
3586,3
3587,0
3588,3
3589,1
3590,2
3591,3
3592,3
3593,4
3594,3
3595,1
3596,3
3597,4
3598,3
3599,2
3600,0
3601,4
3602,0
3603,0
3604,4
3605,3
3606,3
3607,4
3608,1
3609,1
3610,2
3611,1
3612,1
3613,1
3614,4
3615,0
3616,2
3617,2
3618,2
3619,2
3620,0
3621,2
3622,4
3623,4
3624,2
3625,0
3626,0
3627,0
3628,3
3629,3
3630,1
3631,1
3632,1
3633,2
3634,0
3635,2
3636,0
3637,2
3638,4
3639,3
3640,3
3641,3
3642,4
3643,4
3644,4
3645,3
3646,0
3647,2
3648,3
3649,3
3650,1
3651,2
3652,1
3653,2
3654,3
3655,2
3656,3
3657,2
3658,2
3659,2
3660,0
3661,4
3662,2
3663,1
3664,0
3665,1
3666,3
3667,0
3668,4
3669,1
3670,0
3671,4
3672,3
3673,0
3674,1
3675,2
3676,1
3677,2
3678,2
3679,3
3680,1
3681,3
3682,4
3683,3
3684,2
3685,2
3686,3
3687,2
3688,1
3689,2
3690,4
3691,1
3692,1
3693,0
3694,1
3695,1
3696,4
3697,0
3698,4
3699,1
3700,3
3701,0
3702,4
3703,0
3704,2
3705,1
3706,3
3707,1
3708,0
3709,0
3710,1
3711,2
3712,4
3713,0
3714,1
3715,2
3716,3
3717,0
3718,4
3719,1
3720,2
3721,4
3722,3
3723,3
3724,3
3725,1
3726,0
3727,2
3728,2
3729,1
3730,1
3731,3
3732,0
3733,4
3734,4
3735,3
3736,3
3737,2
3738,0
3739,2
3740,1
3741,4
3742,1
3743,0
3744,4
3745,2
3746,2
3747,0
3748,0
3749,0
3750,0
3751,2
3752,2
3753,4
3754,4
3755,0
3756,2
3757,1
3758,4
3759,2
3760,3
3761,1
3762,3
3763,2
3764,0
3765,4
3766,3
3767,3
3768,1
3769,3
3770,4
3771,3
3772,3
3773,2
3774,1
3775,4
3776,3
3777,1
3778,1
3779,1
3780,3
3781,3
3782,1
3783,1
3784,0
3785,4
3786,0
3787,2
3788,1
3789,1
3790,4
3791,1
3792,2
3793,2
3794,1
3795,2
3796,4
3797,2
3798,0
3799,2
3800,4
3801,0
3802,0
3803,1
3804,3
3805,2
3806,4
3807,1
3808,0
3809,2
3810,3
3811,2
3812,2
3813,4
3814,3
3815,0
3816,1
3817,3
3818,3
3819,2
3820,2
3821,2
3822,3
3823,1
3824,0
3825,2
3826,3
3827,0
3828,4
3829,3
3830,2
3831,3
3832,2
3833,0
3834,3
3835,4
3836,1
3837,2
3838,0
3839,0
3840,3
3841,2
3842,2
3843,1
3844,0
3845,3
3846,0
3847,0
3848,0
3849,0
3850,4
3851,2
3852,2
3853,0
3854,1
3855,2
3856,1
3857,1
3858,3
3859,4
3860,0
3861,2
3862,4
3863,2
3864,1
3865,2
3866,0
3867,3
3868,1
3869,2
3870,1
3871,3
3872,2
3873,0
3874,3
3875,4
3876,3
3877,2
3878,1
3879,2
3880,3
3881,1
3882,4
3883,2
3884,4
3885,1
3886,4
3887,1
3888,0
3889,3
3890,4
3891,3
3892,1
3893,0
3894,3
3895,2
3896,2
3897,1
3898,2
3899,0
3900,2
3901,4
3902,2
3903,3
3904,3
3905,2
3906,3
3907,3
3908,0
3909,3
3910,2
3911,3
3912,3
3913,2
3914,0
3915,1
3916,1
3917,0
3918,0
3919,0
3920,1
3921,3
3922,2
3923,3
3924,4
3925,3
3926,1
3927,0
3928,1
3929,4
3930,3
3931,2
3932,4
3933,0
3934,3
3935,1
3936,2
3937,1
3938,0
3939,4
3940,3
3941,2
3942,3
3943,0
3944,4
3945,3
3946,1
3947,0
3948,1
3949,3
3950,1
3951,2
3952,3
3953,2
3954,1
3955,1
3956,1
3957,0
3958,2
3959,3
3960,1
3961,2
3962,2
3963,0
3964,2
3965,1
3966,0
3967,1
3968,3
3969,2
3970,0
3971,1
3972,0
3973,3
3974,3
3975,3
3976,0
3977,1
3978,2
3979,3
3980,0
3981,0
3982,3
3983,3
3984,4
3985,1
3986,3
3987,0
3988,4
3989,3
3990,3
3991,1
3992,3
3993,2
3994,2
3995,2
3996,3
3997,1
3998,0
3999,3
4000,4
4001,3
4002,1
4003,3
4004,1
4005,3
4006,4
4007,2
4008,4
4009,2
4010,1
4011,0
4012,1
4013,1
4014,1
4015,1
4016,3
4017,2
4018,2
4019,1
4020,3
4021,3
4022,3
4023,0
4024,3
4025,1
4026,3
4027,0
4028,4
4029,2
4030,4
4031,0
4032,1
4033,1
4034,3
4035,0
4036,1
4037,4
4038,3
4039,0
4040,3
4041,4
4042,2
4043,3
4044,2
4045,2
4046,3
4047,2
4048,2
4049,2
4050,0
4051,1
4052,3
4053,1
4054,0
4055,0
4056,2
4057,3
4058,0
4059,1
4060,2
4061,3
4062,3
4063,3
4064,3
4065,3
4066,3
4067,2
4068,1
4069,3
4070,3
4071,1
4072,1
4073,0
4074,4
4075,1
4076,1
4077,3
4078,2
4079,3
4080,2
4081,1
4082,2
4083,3
4084,3
4085,1
4086,0
4087,1
4088,2
4089,4
4090,1
4091,3
4092,1
4093,3
4094,3
4095,3
4096,2
4097,3
4098,3
4099,1
4100,3
4101,3
4102,1
4103,3
4104,2
4105,1
4106,0
4107,0
4108,1
4109,1
4110,1
4111,0
4112,4
4113,3
4114,2
4115,1
4116,3
4117,2
4118,3
4119,1
4120,2
4121,3
4122,1
4123,0
4124,2
4125,3
4126,1
4127,0
4128,3
4129,2
4130,0
4131,3
4132,0
4133,1
4134,1
4135,4
4136,1
4137,2
4138,4
4139,2
4140,1
4141,1
4142,2
4143,3
4144,3
4145,3
4146,1
4147,0
4148,2
4149,1
4150,4
4151,4
4152,1
4153,0
4154,2
4155,4
4156,0
4157,1
4158,0
4159,3
4160,0
4161,1
4162,2
4163,3
4164,1
4165,3
4166,3
4167,4
4168,3
4169,2
4170,1
4171,3
4172,3
4173,1
4174,0
4175,2
4176,4
4177,0
4178,3
4179,4
4180,2
4181,2
4182,1
4183,2
4184,2
4185,0
4186,0
4187,4
4188,0
4189,2
4190,0
4191,3
4192,1
4193,2
4194,2
4195,2
4196,4
4197,2
4198,0
4199,2
4200,2
4201,0
4202,0
4203,3
4204,4
4205,2
4206,1
4207,2
4208,0
4209,2
4210,0
4211,1
4212,2
4213,4
4214,2
4215,3
4216,1
4217,4
4218,2
4219,3
4220,2
4221,4
4222,0
4223,3
4224,0
4225,2
4226,2
4227,2
4228,2
4229,1
4230,2
4231,2
4232,4
4233,2
4234,0
4235,4
4236,3
4237,3
4238,2
4239,4
4240,1
4241,3
4242,2
4243,2
4244,0
4245,1
4246,2
4247,1
4248,4
4249,3
4250,1
4251,2
4252,3
4253,3
4254,2
4255,2
4256,2
4257,1
4258,1
4259,0
4260,2
4261,0
4262,0
4263,3
4264,4
4265,0
4266,4
4267,1
4268,3
4269,1
4270,2
4271,2
4272,2
4273,2
4274,3
4275,3
4276,1
4277,0
4278,3
4279,3
4280,0
4281,2
4282,1
4283,0
4284,4
4285,1
4286,3
4287,1
4288,1
4289,0
4290,1
4291,1
4292,1
4293,0
4294,1
4295,3
4296,2
4297,4
4298,2
4299,4
4300,0
4301,4
4302,3
4303,2
4304,4
4305,3
4306,2
4307,0
4308,2
4309,2
4310,2
4311,1
4312,3
4313,4
4314,3
4315,2
4316,3
4317,0
4318,3
4319,2
4320,2
4321,3
4322,4
4323,1
4324,0
4325,3
4326,1
4327,2
4328,0
4329,4
4330,3
4331,0
4332,3
4333,4
4334,0
4335,2
4336,2
4337,3
4338,2
4339,1
4340,0
4341,0
4342,2
4343,1
4344,1
4345,2
4346,1
4347,3
4348,4
4349,4
4350,4
4351,3
4352,0
4353,1
4354,0
4355,0
4356,4
4357,3
4358,0
4359,3
4360,0
4361,3
4362,3
4363,3
4364,1
4365,0
4366,1
4367,0
4368,3
4369,0
4370,4
4371,4
4372,3
4373,0
4374,2
4375,1
4376,0
4377,3
4378,1
4379,1
4380,3
4381,0
4382,4
4383,4
4384,3
4385,0
4386,0
4387,1
4388,1
4389,4
4390,2
4391,2
4392,4
4393,1
4394,4
4395,0
4396,2
4397,4
4398,2
4399,2
4400,3
4401,0
4402,3
4403,1
4404,3
4405,2
4406,2
4407,0
4408,2
4409,2
4410,3
4411,2
4412,3
4413,3
4414,3
4415,4
4416,0
4417,2
4418,2
4419,3
4420,2
4421,1
4422,1
4423,3
4424,0
4425,0
4426,3
4427,1
4428,1
4429,3
4430,0
4431,3
4432,0
4433,2
4434,1
4435,2
4436,2
4437,4
4438,0
4439,3
4440,1
4441,2
4442,2
4443,2
4444,4
4445,1
4446,1
4447,0
4448,0
4449,3
4450,2
4451,1
4452,3
4453,3
4454,2
4455,3
4456,1
4457,1
4458,2
4459,3
4460,2
4461,3
4462,0
4463,1
4464,1
4465,2
4466,2
4467,1
4468,2
4469,4
4470,4
4471,0
4472,0
4473,0
4474,2
4475,0
4476,1
4477,3
4478,2
4479,3
4480,1
4481,0
4482,1
4483,0
4484,3
4485,3
4486,4
4487,4
4488,1
4489,3
4490,4
4491,0
4492,3
4493,0
4494,3
4495,1
4496,3
4497,0
4498,3
4499,2
4500,0
4501,1
4502,2
4503,1
4504,2
4505,1
4506,3
4507,2
4508,4
4509,3
4510,4
4511,2
4512,0
4513,3
4514,4
4515,4
4516,1
4517,1
4518,1
4519,1
4520,2
4521,2
4522,0
4523,0
4524,3
4525,0
4526,3
4527,0
4528,3
4529,2
4530,1
4531,0
4532,1
4533,3
4534,1
4535,1
4536,0
4537,0
4538,0
4539,2
4540,0
4541,2
4542,1
4543,2
4544,2
4545,2
4546,1
4547,0
4548,0
4549,3
4550,4
4551,0
4552,2
4553,2
4554,2
4555,4
4556,2
4557,1
4558,2
4559,4
4560,3
4561,0
4562,2
4563,2
4564,3
4565,2
4566,3
4567,1
4568,2
4569,2
4570,3
4571,3
4572,1
4573,1
4574,2
4575,1
4576,2
4577,2
4578,1
4579,4
4580,3
4581,0
4582,2
4583,3
4584,4
4585,4
4586,1
4587,3
4588,1
4589,2
4590,2
4591,3
4592,2
4593,0
4594,2
4595,3
4596,0
4597,2
4598,4
4599,0
4600,2
4601,4
4602,3
4603,0
4604,2
4605,3
4606,0
4607,3
4608,2
4609,3
4610,1
4611,2
4612,3
4613,2
4614,1
4615,2
4616,0
4617,3
4618,1
4619,3
4620,0
4621,0
4622,2
4623,3
4624,0
4625,1
4626,3
4627,2
4628,2
4629,0
4630,1
4631,0
4632,4
4633,1
4634,1
4635,3
4636,1
4637,3
4638,4
4639,4
4640,3
4641,0
4642,3
4643,1
4644,2
4645,4
4646,3
4647,3
4648,1
4649,3
4650,2
4651,0
4652,0
4653,3
4654,3
4655,0
4656,3
4657,2
4658,3
4659,0
4660,3
4661,1
4662,1
4663,0
4664,3
4665,2
4666,1
4667,0
4668,0
4669,1
4670,0
4671,2
4672,4
4673,4
4674,0
4675,3
4676,0
4677,1
4678,2
4679,1
4680,1
4681,2
4682,0
4683,0
4684,3
4685,3
4686,3
4687,1
4688,3
4689,0
4690,3
4691,3
4692,2
4693,2
4694,3
4695,0
4696,1
4697,0
4698,2
4699,0
4700,4
4701,3
4702,3
4703,1
4704,3
4705,0
4706,4
4707,1
4708,2
4709,1
4710,2
4711,0
4712,1
4713,2
4714,3
4715,2
4716,1
4717,3
4718,0
4719,2
4720,3
4721,0
4722,0
4723,3
4724,3
4725,0
4726,1
4727,0
4728,0
4729,1
4730,3
4731,1
4732,0
4733,2
4734,2
4735,2
4736,0
4737,3
4738,3
4739,3
4740,3
4741,0
4742,1
4743,3
4744,4
4745,3
4746,2
4747,3
4748,3
4749,4
4750,3
4751,1
4752,3
4753,4
4754,3
4755,0
4756,1
4757,3
4758,1
4759,1
4760,1
4761,2
4762,1
4763,1
4764,2
4765,3
4766,2
4767,3
4768,2
4769,3
4770,0
4771,3
4772,2
4773,1
4774,1
4775,4
4776,3
4777,2
4778,2
4779,0
4780,3
4781,0
4782,3
4783,2
4784,2
4785,0
4786,2
4787,0
4788,3
4789,4
4790,4
4791,2
4792,2
4793,0
4794,2
4795,4
4796,3
4797,4
4798,2
4799,0
4800,3
4801,2
4802,1
4803,3
4804,1
4805,2
4806,2
4807,3
4808,2
4809,0
4810,1
4811,3
4812,3
4813,0
4814,3
4815,1
4816,2
4817,1
4818,3
4819,0
4820,1
4821,1
4822,0
4823,4
4824,0
4825,2
4826,1
4827,2
4828,1
4829,4
4830,1
4831,2
4832,0
4833,2
4834,0
4835,3
4836,3
4837,3
4838,3
4839,0
4840,2
4841,1
4842,0
4843,1
4844,1
4845,1
4846,3
4847,2
4848,1
4849,4
4850,0
4851,3
4852,4
4853,0
4854,1
4855,0
4856,4
4857,0
4858,2
4859,0
4860,1
4861,0
4862,4
4863,3
4864,2
4865,1
4866,0
4867,2
4868,1
4869,1
4870,3
4871,0
4872,0
4873,3
4874,0
4875,2
4876,2
4877,3
4878,0
4879,1
4880,3
4881,4
4882,2
4883,0
4884,2
4885,0
4886,2
4887,0
4888,0
4889,1
4890,0
4891,1
4892,1
4893,0
4894,0
4895,2
4896,4
4897,0
4898,3
4899,2
4900,1
4901,1
4902,3
4903,1
4904,1
4905,4
4906,1
4907,4
4908,3
4909,3
4910,2
4911,1
4912,2
4913,0
4914,3
4915,2
4916,3
4917,1
4918,3
4919,4
4920,1
4921,4
4922,2
4923,3
4924,0
4925,1
4926,3
4927,4
4928,2
4929,0
4930,2
4931,2
4932,2
4933,2
4934,3
4935,4
4936,3
4937,0
4938,2
4939,0
4940,4
4941,3
4942,3
4943,3
4944,2
4945,4
4946,1
4947,2
4948,3
4949,3
4950,1
4951,0
4952,3
4953,3
4954,0
4955,3
4956,2
4957,3
4958,0
4959,4
4960,4
4961,2
4962,2
4963,0
4964,0
4965,1
4966,2
4967,0
4968,3
4969,1
4970,1
4971,2
4972,0
4973,3
4974,0
4975,4
4976,2
4977,3
4978,2
4979,1
4980,0
4981,1
4982,0
4983,1
4984,1
4985,3
4986,2
4987,3
4988,2
4989,3
4990,0
4991,2
4992,2
4993,0
4994,3
4995,3
4996,2
4997,1
4998,1
4999,2
5000,0
5001,1
5002,2
5003,2
5004,2
5005,2
5006,2
5007,0
5008,1
5009,1
5010,4
5011,3
5012,2
5013,1
5014,1
5015,3
5016,1
5017,3
5018,1
5019,3
5020,1
5021,0
5022,4
5023,4
5024,2
5025,3
5026,0
5027,1
5028,2
5029,2
5030,0
5031,4
5032,0
5033,2
5034,0
5035,3
5036,3
5037,1
5038,0
5039,1
5040,3
5041,0
5042,0
5043,2
5044,1
5045,3
5046,1
5047,3
5048,1
5049,0
5050,2
5051,1
5052,2
5053,4
5054,1
5055,0
5056,0
5057,2
5058,0
5059,2
5060,0
5061,3
5062,3
5063,1
5064,0
5065,1
5066,3
5067,2
5068,3
5069,3
5070,0
5071,2
5072,1
5073,2
5074,0
5075,1
5076,1
5077,3
5078,1
5079,3
5080,1
5081,0
5082,2
5083,3
5084,2
5085,3
5086,1
5087,2
5088,4
5089,1
5090,0
5091,1
5092,3
5093,0
5094,4
5095,0
5096,3
5097,3
5098,1
5099,2
5100,2
5101,2
5102,3
5103,0
5104,0
5105,2
5106,4
5107,3
5108,1
5109,1
5110,0
5111,4
5112,0
5113,0
5114,0
5115,2
5116,4
5117,0
5118,0
5119,1
5120,1
5121,3
5122,0
5123,3
5124,3
5125,2
5126,3
5127,0
5128,1
5129,1
5130,1
5131,0
5132,4
5133,0
5134,3
5135,1
5136,1
5137,4
5138,0
5139,2
5140,4
5141,3
5142,0
5143,1
5144,2
5145,3
5146,2
5147,0
5148,0
5149,1
5150,2
5151,2
5152,3
5153,1
5154,3
5155,3
5156,1
5157,0
5158,3
5159,1
5160,0
5161,3
5162,3
5163,3
5164,1
5165,4
5166,3
5167,1
5168,1
5169,2
5170,2
5171,3
5172,3
5173,0
5174,1
5175,1
5176,4
5177,0
5178,3
5179,0
5180,3
5181,2
5182,4
5183,0
5184,3
5185,1
5186,2
5187,0
5188,2
5189,4
5190,0
5191,3
5192,3
5193,4
5194,1
5195,4
5196,0
5197,4
5198,4
5199,2
5200,0
5201,2
5202,1
5203,3
5204,3
5205,1
5206,0
5207,0
5208,4
5209,3
5210,2
5211,3
5212,1
5213,2
5214,2
5215,2
5216,2
5217,4
5218,1
5219,0
5220,2
5221,1
5222,0
5223,0
5224,2
5225,0
5226,2
5227,2
5228,2
5229,1
5230,0
5231,0
5232,3
5233,4
5234,2
5235,2
5236,0
5237,3
5238,4
5239,0
5240,1
5241,2
5242,0
5243,3
5244,0
5245,3
5246,4
5247,2
5248,0
5249,1
5250,0
5251,0
5252,3
5253,0
5254,4
5255,4
5256,1
5257,3
5258,0
5259,0
5260,0
5261,2
5262,0
5263,0
5264,4
5265,3
5266,3
5267,1
5268,0
5269,3
5270,3
5271,3
5272,0
5273,1
5274,3
5275,1
5276,1
5277,2
5278,1
5279,4
5280,1
5281,4
5282,2
5283,0
5284,3
5285,3
5286,0
5287,2
5288,0
5289,0
5290,1
5291,0
5292,2
5293,3
5294,1
5295,3
5296,3
5297,3
5298,0
5299,0
5300,3
5301,1
5302,0
5303,1
5304,0
5305,0
5306,1
5307,2
5308,0
5309,0
5310,1
5311,4
5312,3
5313,2
5314,2
5315,2
5316,1
5317,0
5318,1
5319,3
5320,4
5321,0
5322,0
5323,3
5324,3
5325,1
5326,0
5327,1
5328,3
5329,0
5330,3
5331,2
5332,2
5333,2
5334,2
5335,2
5336,2
5337,0
5338,4
5339,1
5340,4
5341,3
5342,4
5343,1
5344,1
5345,3
5346,1
5347,1
5348,1
5349,3
5350,0
5351,4
5352,3
5353,3
5354,1
5355,4
5356,2
5357,1
5358,2
5359,1
5360,3
5361,4
5362,4
5363,3
5364,1
5365,1
5366,3
5367,0
5368,0
5369,3
5370,3
5371,3
5372,2
5373,2
5374,3
5375,1
5376,0
5377,1
5378,0
5379,4
5380,3
5381,3
5382,3
5383,2
5384,3
5385,2
5386,2
5387,3
5388,4
5389,3
5390,3
5391,3
5392,1
5393,1
5394,3
5395,4
5396,0
5397,1
5398,3
5399,2
5400,1
5401,1
5402,3
5403,3
5404,1
5405,2
5406,4
5407,1
5408,3
5409,4
5410,3
5411,3
5412,3
5413,3
5414,3
5415,3
5416,0
5417,3
5418,2
5419,1
5420,0
5421,1
5422,3
5423,3
5424,0
5425,0
5426,0
5427,4
5428,0
5429,2
5430,0
5431,0
5432,0
5433,3
5434,3
5435,3
5436,4
5437,2
5438,0
5439,3
5440,3
5441,2
5442,0
5443,0
5444,1
5445,4
5446,4
5447,2
5448,2
5449,3
5450,4
5451,3
5452,2
5453,4
5454,2
5455,0
5456,4
5457,2
5458,2
5459,0
5460,4
5461,2
5462,0
5463,3
5464,1
5465,0
5466,3
5467,2
5468,4
5469,3
5470,2
5471,1
5472,4
5473,1
5474,1
5475,1
5476,4
5477,3
5478,1
5479,0
5480,3
5481,3
5482,2
5483,3
5484,3
5485,0
5486,0
5487,0
5488,0
5489,2
5490,4
5491,2
5492,1
5493,2
5494,2
5495,1
5496,0
5497,2
5498,4
5499,3
5500,1
5501,2
5502,3
5503,2
5504,2
5505,2
5506,0
5507,3
5508,3
5509,1
5510,2
5511,3
5512,1
5513,4
5514,4
5515,4
5516,1
5517,0
5518,3
5519,3
5520,3
5521,1
5522,3
5523,4
5524,1
5525,4
5526,3
5527,0
5528,3
5529,2
5530,0
5531,1
5532,3
5533,2
5534,2
5535,0
5536,2
5537,0
5538,3
5539,1
5540,2
5541,0
5542,0
5543,3
5544,1
5545,4
5546,3
5547,1
5548,2
5549,1
5550,4
5551,0
5552,2
5553,3
5554,0
5555,1
5556,0
5557,3
5558,0
5559,1
5560,1
5561,3
5562,3
5563,4
5564,4
5565,2
5566,3
5567,1
5568,3
5569,3
5570,0
5571,0
5572,4
5573,1
5574,2
5575,1
5576,0
5577,0
5578,0
5579,0
5580,2
5581,4
5582,1
5583,1
5584,4
5585,3
5586,1
5587,3
5588,2
5589,2
5590,3
5591,3
5592,3
5593,0
5594,3
5595,2
5596,2
5597,1
5598,2
5599,1
5600,3
5601,3
5602,3
5603,0
5604,3
5605,3
5606,2
5607,3
5608,1
5609,3
5610,3
5611,2
5612,0
5613,2
5614,1
5615,0
5616,2
5617,3
5618,2
5619,1
5620,0
5621,0
5622,2
5623,2
5624,0
5625,2
5626,0
5627,1
5628,3
5629,0
5630,0
5631,0
5632,3
5633,2
5634,0
5635,0
5636,3
5637,2
5638,4
5639,3
5640,2
5641,3
5642,0
5643,2
5644,2
5645,1
5646,3
5647,3
5648,0
5649,4
5650,0
5651,2
5652,0
5653,3
5654,1
5655,4
5656,0
5657,0
5658,0
5659,0
5660,2
5661,2
5662,3
5663,0
5664,0
5665,2
5666,0
5667,0
5668,0
5669,3
5670,1
5671,0
5672,0
5673,1
5674,1
5675,3
5676,2
5677,3
5678,4
5679,0
5680,3
5681,2
5682,3
5683,1
5684,3
5685,0
5686,1
5687,1
5688,3
5689,0
5690,3
5691,3
5692,0
5693,0
5694,1
5695,4
5696,2
5697,1
5698,0
5699,0
5700,3
5701,0
5702,2
5703,3
5704,3
5705,2
5706,2
5707,0
5708,0
5709,1
5710,4
5711,3
5712,3
5713,1
5714,0
5715,3
5716,4
5717,3
5718,1
5719,1
5720,2
5721,3
5722,2
5723,1
5724,0
5725,1
5726,0
5727,3
5728,0
5729,0
5730,1
5731,0
5732,2
5733,0
5734,0
5735,3
5736,3
5737,0
5738,0
5739,0
5740,0
5741,3
5742,1
5743,2
5744,0
5745,3
5746,3
5747,0
5748,1
5749,2
5750,0
5751,4
5752,3
5753,2
5754,3
5755,0
5756,3
5757,1
5758,2
5759,1
5760,3
5761,2
5762,4
5763,0
5764,3
5765,2
5766,0
5767,4
5768,2
5769,0
5770,0
5771,1
5772,4
5773,0
5774,2
5775,3
5776,1
5777,0
5778,0
5779,2
5780,2
5781,0
5782,3
5783,0
5784,3
5785,3
5786,0
5787,0
5788,1
5789,3
5790,2
5791,2
5792,2
5793,4
5794,1
5795,0
5796,3
